Expected value,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
"7","7","Z","z","=","F",">",
"8","&","8","ë","$","g","s",
"3","3","=",">","7","5","T",
"9","g","G","q","9","Z","ÿ",
"0","O","0","ô","o","D","Ô",
"4","J","y",";","s","q","4",
"6","G","6","C","o","c","Ç",
"7","7",",","?","g","T","a",
"4","4","Ÿ","y","Y","|","ÿ",
"6","6","b","é","G","C","ô",
"8","ÿ","Ÿ","y","$","S",";",
"0","0","ô","6","Ô","O","b",
"7","7","]","-","z","?","1",
"8","$","8","5","&","s","#",
"3","3","2","Z","5","}","F",
"1","/","}","!",";","y",",",
"5","ç","Ç","G","<","c","s",
"7","7","Z","z","F","T","-",
"1","l","!","I","|","Î","1",
"7","7","F","z","Z","?","T",
"1","\","X","1","A","'","(",
"1","/","{","!","I","f","1",
"6","6","b","É","é","G","E",
"3","3","2","5","1","I","4",
"0","O","o","0","©",".","Ô",
"2","—","=","_","-",">","æ",
"9","q","Q","a","G","A","@",
"3","3","2",":",">","a","z",
"1","Î","|","I","l","/","[",
"1","V","v","P","p","M","D","A","4","2","a","â","Æ","V","v","P","p","M","D","A","4","2","a","â","Æ",
"0","O","©","0","Ô","o","°",
"4","s","S","y","A","/","4",
"9","q","a","G","g","9","4",
"2","z","Z","=","2","æ","e",
"0",")",",",";","u",".","0",
"0","Ô","O","°","0","ô","Ê",
"2","7","z",">","3","=","2",
"0","[","(","‘","{","’","f","e","o","0","®","@","©",")",",","]",";","[","(","‘","{","’","f","e","o",
"2","2","Z","à","è","a","z",
"7","7","T","F","?","Z","z",
"1","}","!","J",")","]","1",
"8","8","&","B","$","E","#",
"6","6","G","C","b","5","Ç",
"4","P","L","p","b","D","v","4","A","2","a","Z","£","P","L","p","b","D","v","4","A","2","a","Z","£",
"1","{","t","f","i","I","!",
"6","é","ê","6","É","ë","£",
"3","3","z",">","Z","2",":",
"4","p","L","b","F","[","P",
"5",")","]","p","B","}","b",
"9","q","g","4","9","7","G",
"1","\","x","ç",";","“","X",
"3","3",":","5","2","s",">",
"3","3","2","Z","a","z","A",
"8","ÿ","Ÿ","y","g","9","Ï",
"5","S","s","$","5","G","8",
"4","4","J","ÿ","#","d","{",
"7","D","p","»","P","B",">",")","]","}","2","I",";","D","p","»","P","B",">",")","]","}","2","I",";",
"7","7",",","g","F","Z","1",
"4","Ÿ","4","Y","y","$","ÿ",
"2","z","2","Z","=","-","—",
"8","$","%","S","s","g","3",
"5","s","S","“","<","«","5",
"8","5","S","s","$","8","3",
"6","(","[","{",")","L","l",
"7","3","9","4","J","1","2",
"3","3","5","Z","2","F","S",
"4","4","d","q","9","{","$",
"6","A","4","a","À","â","à",
"1","!","]","1","l","I","|",
"9","q","G","g","Q","@","7",
"9","4","q","s","g","a","-",
"6","A","À","Q","2","4","û",
"0","O","o","Q","0","Ô",",",
"3","3","5",":","4","S","s",
"7","H","x","X","w","n","}",
"2","p","P","y","v","V","F",
"8",",","""","°","'",")","’",
"2","z","Z","g","2","a","æ",
"9","9","Q","g","a","q","O",
"4","L","(","p","[","F","P",
"4","4","y","q","Y","+","g",
"6","6","é","ô","b","G","C",
"4","y","Y","ÿ","/","Ÿ",")",
"9","G","g","F","q","ÿ","Q",
"7","7","?","2","I","z","-",
"0","ô","Ô","6","0","b","O",
"9","q","g","Q","G","a","9",
"2","p","b","_","P","f","F","2","3","a","z","R","Z","p","b","_","P","f","F","2","3","a","z","R","Z",
"9","4","q","+","#","-","s",
"5","s","ç","S",",","c","g","s","S","c",",","-","ç","s","ç","S",",","c","g","s","S","c",",","-","ç",
"1","l","/","I","1","!","]",
"5","s","S","&","5","$","8",
"9","q","4","a","d","g","Q",
"1","7","/","4","1","}","F",
"2","J","q","I","d","9","g","I","q","9","J","d","v","J","q","I","d","9","g","I","q","9","J","d","v",
"3","3","5","s",":","2",">",
"2","2","l","1",")","À","]",
"3",">","Z","3","S","2","z",
"5","s","S","5","$"," ",":","s","S","5",":","."," ","s","S","5","$"," ",":","s","S","5",":","."," ",
"9","G","g","S","Z","Q","q",
"1","\","l","|","1",")","‘",
"7","7",">","-","F","Z","r",
"6","b","6","G","L","o","&",
"2","2","z","Z","&","æ","g",
"8","8","B","g","9","2",".",
"2","=","z","2","Z","e",">",
"2","L","q","4","&",",",";",
"5","s","S","c","<","«","ç",
"0","à","Ô","è","ô","À","d",
"7","7","Z","F","z","T",",",
"4","4","Ÿ","y","ÿ","Y","q",
"9","G","g","ç",";","$","Z",
"7","T","7","I","""","F","s",
"8","&","F","E","ë","I","Ê",
"3","3","2","1","a","I","4",
"2","p","P","—","F","f","b",
"1","\","V","'","v","W","1",
"1","/","_",";","7",",","#",
"8","&","£","g","E","ë","#",
"3",">","z","3","s","7","-",
"6","b","k","L","e","6","è",
"1","/","7",",","y","!","-",
"0","O","Ô","0","o","ô","G",
"3","F","Z",">","2","&","z",
"1","!","1","/","I","|","'",
"0","O","o","©","0","D","Ô",
"0","0","O","ô","Ô","o","û",
"1","!","|","/","I","'","1",
"7","1","4","l","%","q","\",
"2","À","A","Â","&","X","-",
"7","7","F","T","”","""",">",
"3","3","2","8","5","4",":",
"0","0","o","O","b","ô","ü",
"4","4","+","y",",","»",";",
"6","©","O","o","G","0","6",
"5","s","S","5","c","$",":",
"2","z","Z","=","7","a","-",
"6","p","D","P","o","0","O",
"4","u","y","q","a","g","Y",
"7","7","y","ÿ","Ÿ","”","Y",
"1","4","A","8","a",".","é",
"8","&","$","£","#","ê","8",
"9","q","Q","G","a","g","d",
"9","9","Q","g","2","7","?",
"3","3","%","R","X","A","x",
"0","Ô","ô","O","6","0","G",
"7","7","?","z","T","Z","F",
"1","!","1","/","l","|","I",
"0","0","Û","O","Ô","û","Ü",
"2","À","q","A","a","d","«",
"0","G","6","ç","Ç","o","Q",
"3","3",":","2","5","7","s",
"5","s","S","$","5","ç","£",
"4","y","Y","4","Ÿ","v","V",
"6","o","0","9","O","°","D",
"5","s","S","5","c",":","ç",
"8","Ÿ","$","ÿ","}","Ï",";",
"6","G","C","c","&","o","Ô",
"3","3","2","a","I","J","à",
"7","7","?","T",",","”","r",
"5","5","S","B","s","3","8",
"8","&","F","®","$","E","P",
"0","O","o","Ô","0","ô","Q",
"9","G","Q","q","g","ÿ","9",
"1","k","î","ï","Â","è","t",
"0",")","e","&",",","®","æ",
"3","=","2","a","z","7","3",
"1","!","}","I","1","{","Î",
"2","2","z","Z","?","a",">",
"2","ë","5","ô","S","ä","o",
"3","3","2","5","Z","F","#",
"3","3","5","S","s","$","F",
"6","6","ô","é","ê","b","É",
"4","P","p","r","F","v","m",
"7","7","]","T","”","y",",",
"5","s","S","<","“","c","5",
"0","o","©","Ô","e",">","E",
"6","&","£","L","œ","e","6",
"2","è","2","à","&","z","ê",
"7","7",",","T","z","F","Z",
"9","9","Q","O","o","0","g",
"8","$","8","&","S","s","E",
"5","s","S","$","&","8","«",
"9","g","9","ÿ","q","G","y",
"2","L","e","p","S","5","a",
"1","/","!","y","}","1","J",
"1","/","|","!","l","I","[",
"4","y","}","ÿ","/","4","j",
"4","L","C","c","E","e","l",
"5","s","S","5",":","c","$",
"6","4","6","5","b","#","h",
"4","y","4","J","s","H","}",
"1","/","|","!","l","I","[",
"2","À","A","a","d","à","Â",
"5","S","$","8","&","5","s",
"3","3","2",":","a","5","1",
"9","9","g","q","4","G","ÿ",
"3","3","2",":","5",".","4",
"9","s","S","<","-","G",".",
"0","O","o","0","Ô","©","Q",
"5","5","S","s","3","6","H",
"9","9","Q","g","q","G","a",
"6","‘","6","“","C","c","é",
"5","s","S","ç","c","“","5",
"7","7","Z","2","z","-","?",
"4","y","/","4","{","}","j",
"1","!","/","[","{","|","(",
"3","3","2","4","5","8","I",
"4","4","#","$","s","A","%",
"0","O","0","o","Ô","D",")",
"4","u","y","Y","U","Ÿ","x",
"8","ë","&","ê","Ë","$","é",
"0","ù","à",".","2","o","è",
"4","J","j","/","y",")","s",
"3","3",";","S","s","}","F",
"6","p","P","o",")","f","D",
"8","$","8","Ê","#","f","&",
"7","7","T","z","?","Z",",",
"6","6","&","é","b","4","ê",
"0","Ô","0","O","ô","°","o",
"9","q","a","3","s","S","9",
"7","7","T",",","Z","F","z",
"5","S","s","G"," ","=",":","s","S","5"," ","G","=","S","s","G"," ","=",":","s","S","5"," ","G","=",
"7","7","z","T",",","F","J",
"2","p","P","f","ÿ","F","g","e","o","P","=","°","-","i","2","e","a","u","z","p","P","f","ÿ","F","g",
"1","/","!","_","7","y",";",
"1","l","I","'","i","ï","t",
"6","&","6","È","è","C","é",
"8","$","S","s",";","T","Ÿ",
"9","q","9","g","Q","G","ÿ",
"4","y","4","Y","ÿ","Ÿ","$",
"1","/","y","!","}","7",",",
"5","5","s","S","3",">",",",
"2","o","0","O","©","c","°",
"2","A","Â","À","â","h","R",
"9","G","Q","g","q","F","@",
"0","0","O","o","ô","Q","Ô",
"3","3","2","4","5","I","F",
"9","q","g","G","Q","a","9",
"6","G","ç","c","C","Ç","e",
"7","=","z","s","Z","3",">",
"2","+","-",";","_","#","*",
"0","Ô","ô","Û","O","6","G",
"3","3","Z","F","7",":","J",
"5","s","5",",","ç","S","$",
"4","/","q","j","J","4","f",
"3","3",">",":","2","5","s",
"6","A","(","à","À","7","a",
"5","S","s","5","$","“",":",
"8","8","g","&",":","S","#",
"9","Q","q","a","g","e","G",
"5","s","S","“","5","c","<",
"4","4","ÿ","y","Ÿ","Y","J","y","ÿ","4","/","Y","J","4","ÿ","y","Ÿ","Y","J","y","ÿ","4","/","Y","J",
"7","7","T",",","z","Z","r",
"4","Y","Ÿ","y","G","F","ÿ",
"2","À","A","Â","&","q","â",
"7","4","%","9","A","#","s",
"3","3","Z","2","F",">","7",
"4","#","H","}","4","w","{",
"8","$",";","P","£","&","s",
"9","q","4","a","g","{","G",
"1","/","!","y",",","_","7",
"9","3","4","9","I","2","J",
"2","À","A","a","—","-","_",
"8","8","2","g",":","&","Q",
"7","7","T","F","Z","?","/",
"9","q","Q","a","à","4","g",
"1","/","y","!","7","_","}",
"8","8","B","2","g","Q","&",
"7","7","?","T",",","r","F",
"4","«","%","4","q","+","<",
"1","/","_","-","7","!","y",
"3","3","2","5","Z","F","7",
"1","/","V","v","P","y","'",
"1","\","‘","X",")",";","y",
"0","Ô","ô","Û","û","0","O",
"2","z","æ","_","-","=","&",
"3",">","3","z","=","s",":","3",">",":","=","z","s",">","3","z","=","s",":","3",">",":","=","z","s",
"9","Q","q","9","G","@","e",
"4","4","+","J","d","q","#",
"9","q","Q","G","4","g","9",
"2","2","Z","z","&","A","?",
"1","J",")","}","»","]","j",
"6","&","6","G","c","Ë","ë",
"8","&","k","K","ë","I","4",
"4","y","/","s","4","f","J",
"7","T","7","1","I","v","]",
"7","7","?","T","F","Z",",",
"4","4","+","y","Ÿ","ÿ","Y",
"4","A","C","c","D","P","o",
"9","q","Q","à","a","4","9",
"2","À","-","A","+","*",";",
"5","S","s","N","«","e","C",
"7","7","F","T","Z","J","?",
"2","e",".","A","*","""",",",
"4","4","{","#","/","+","J",
"4","G","Ç","y","C","g","“",
"2","À","Â","&","A","â","Î",
"1","Î","l","Ï","I","[","Û",
"9","9","g","G","ÿ","J","I",
"7","+","=","—","-","*",">",
"2","À","æ","Æ","Â","&","A",
"8","5","3","S","B","E","s",
"7","7","?","r",",","F","I",
"6","b","6","B","L","h","k",
"9","q","G","g","Q","j","ÿ",
"2","2","z","Z","?","g","a",
"2","â","Â","À","d","ô","È",
"3","e","2","E","_","°",".","s","t","S","3","l",":","e","2","E","_","°",".","s","t","S","3","l",":",
"8",";","z","ç","s","&","$",
"1","L","v","l","t","b","c",
"6","&","6","È","b","è","G",
"5","5","6","8","B","4","H",
"1","/","-","7","_","y",";",
"1",
"0","0","Ô","O","o","ô","Ê",
"2","%","4","A","*","®","Q",
"6","A","[","À","n","a","à",
"4","4","#","+","y","j","}",
"5","s","S","5","c","ç","<",
"8","8","3","2","g","ë","B",
"3","3","2","8","4","I","B",
"1","k","t","K","v","V","b",
"5","s","S","5","$","c",":",
"1","(","{","[","l","|","/",
"9","9","ÿ","g","J","y","I",
"2","2","z","Z","a",">","7",
"7","7","F","z",",","Z","/",
"4","+","*","4","F","}","$",
"4","y","/","J","ÿ","4","s",
"4","4","3","â","A","8",",",
"8","P","$",";","?","s","#",
"1","4","1","/","!","+","I",
"5","s","<","-","ç","c","=",
"8","F","E","Æ","G","g","à",
"9","g","9","ÿ","7","J","G",
"5","5","s",",","S","3",";",
"6","&","e","c","6","C","€",
"7","T","7","v","1","l","-",
"9","Q","G","g","q","@","9",
"9","q","I","Q","A","G","3",
"3","Z","3","S","F","5","2",
"7",">","7","z","-","”","=",
"0","Ô","O","0","o","ô","6",
"9","q","a","Q","à","g","A",
"0","O","0","o","Ô","©","ô",
"6","6","&","€","é","ë","G",
"6","6","&","G","c","C","E",
"2","p","P","g","m","f","a",
"3","3",">","5","Z","F","7",
"9","Q","9","q","a","g","O",
"0","O","©","Ô","o","0","°",
"7","9","#","5","A","4","3",
"5","s","<","“","$","-","=","s","<","-","“","c","5","s","<","“","$","-","=","s","<","-","“","c","5",
"4","4","$","y","5","3","ÿ",
"8","d","à","ô","è","À","Ô",
"0","[","(","L","{","‘","l","+","e","#","v","0","o",")","e","}","!","0",";","[","(","L","{","‘","l",
"9","9","g","ÿ","G","y","J",
"4","(","a","4","à","3","q",
"1","/","y","}",",","7","_",
"2","%","Q","X","1","q","2",
"8","$","&","s","8",";","S",
"7","”","n","""","’","N","7",
"1","/",";","-","7","#","}",
"2","A","q","a","À",",","4",
"6","&","È","ç","è","6","€",
"1","!","|","I","/","1","l",
"0","ô","Ô","6","0","b","û",".",":",",",";","-","ô","Ô","6","0","b","û",".",":",",",";","-",
"3","3","2","=",":",">","8",
"0","O","o","0","Ô","Q","Ê",
"1",
"1","V","v","7","Y","y","/",
"8","€","&","E","«","e","c",
"2","à","&","2","Z","o",".",
"0","O","0","D","o",")","C",
"3","3","2","Z","8","5","I",
"9","4","%","+","q","Ÿ","À",
"4","y","Y","ÿ","Ÿ","J","V",
"0","[","(","{","‘","L","f","o","e","0","6",".","+","]",")","}","!","”","1","[","(","{","‘","L","f",
"5","s","c","S","<","ç",".",
"0","O","©","0","C","o","D",
"6","&","6","é","C","c","G",
"1","/","!","l","|","_","]",
"7","7","?","”",">","T","2",
"7","L","b","Q","D","G","o",")",">","°","7","9","P","L","b","Q","D","G","o",")",">","°","7","9","P",
"8","4","€","£","$","A","e",
"1","(","C","t","{","«","[",
"9","9","g","G","Q","F","Z",
"2","2","1","Q","l","?","Z",
"0","O","o","Ê","Ô","0","ô",
"5","s","S"," ",";",":","<","s","S","5","-"," ","<","s","S"," ",";",":","<","s","S","5","-"," ","<",
"1","V","v","P","D","Y","7","A","a","4","e","E","2","V","v","P","D","Y","7","A","a","4","e","E","2",
"2","&","a","—","_","e","æ",
"2","a","à","o","2","è",":",
"7","+","*",">","#","=","-",
"3","3","2",":","s","S","a",
"5","f","5","s","$","S",";",
"4","L","t","1","P","C","7","4","A","a","o","2","7","L","t","1","P","C","7","4","A","a","o","2","7",
"9","q","G","J","g","4","j",
"7",">","2","z","Z","7","?",
"1","l","t","ï","'","I","i",
"8","$","É","8","é","£","s",
"3",">","z","7","3","2","Z",
"9","g","F","G","9","J","P","F","g","G","9","7","J","g","F","G","9","J","P","F","g","G","9","7","J",
"6","b","o","O","L","D","p",
"0","o","Ô","°","Ê",".","e",
"3","3","2",":","5","Z","B",
"1","/","7","1","#",",","y",
"1","d","à","À","4","A","a",
"2","a","A","2","_",".","o",
"6","b","6","D","B","0","G",
"3","3",":",">","2","5","s",
"5","5","s","S","9","6","H",
"7","7","Z","/","#","z","Î",
"6","6","&","b","é","£","G",
"8","&",";","E","_","F","£",
"3","R","2","Z","N","?","7",
"9","9","p","Z","g","G","7",
"5","s","S","5","$",";","G",
"8","E","&","€","É","F","£",
"5","s","S","5"," ","=",";",
"7","7","F","T",">","z","Z",
"6","e","P","p","?","@","E",
"1","V","4","P","7","D","W",
"1","/","-","7","_",";",",",
"3","z","F","Z","=","7",">",
"1","/","{","[","(","|","!",
"7","7","z","F","/","Z",",",
"5","s","S","$",";","5"," ","s","S","$","5",";","-","s","S","$",";","5"," ","s","S","$","5",";","-",
"5","s","S","c","<","5",":",
"5","5","3","8","$","B","S",
"2","æ","_","-","2","7","?",
"5","S","s","<","“","5",":",
"8","$","S","s","£","g","5",
"7"," ","s","=","5","3","e",
"0","o","O","À","0",".","e",
"9","g","G","Q","q","J","9",
"7","À","A","d","û","à","2",
"7","7","z","?","2","3","F",
"5","s","c","“","<","S","ç",
"0",")","5","G","S","e","©",
"9","G","g","ÿ","F","d","Z",
"0","O","©","o","0","ô","G",
"0","o","°","O","0","ô",".",
"8","<","€","=","—","«","“",
"9",",","g","?","2","7","9",
"2","2","Z","a","7","3","=",
"4","L","G","C","E","£","S",
"8","$","ç","%","+","t","4",
"1","/","{","7","1","(","[",
"6","b","k","L","h","l","e",
"1","/","7","{","4","d","J",
"6","e","L","C","c","l","2",
"5","s","S","5","ç","c","$",
"1","/","!","[","{","l","(",
"8","“","s","«",";","$","-",
"3","Z","z","=","g","3","7",
"4","G","F","4","S","Z","$",
"0","0","ô","o","O","Ô",".",
"5","s","S","ç","c","5","<",
"5","s","S","="," ","G","5",
"8","$","8","5","S","3","£",
"3","3","2","I",":","1","5",
"6","6","#","4","b","B","$",
"2","ä","a","à","â","ü",":","a","ä","à","A","â","o","ä","a","à","â","ü",":","a","ä","à","A","â","o",
"3","3","2",">","z",":","Z",
"9","9","q","g","Q","a","G",
"2","2","a",".",":","&","s",
"1","1","4","2","9","3","0",
"1","/","{","!","1","4","I",
"5","5","s","S","6","T","3",
"2","â","à","a","ä","A","ô",
"1",
"3","3","2","z","7",":","-",
"2","_","—","-","x","=","ù","—","-","_","…","=","&","_","—","-","x","=","ù","—","-","_","…","=","&",
"8","E","£","€","É","$","C",
"7","7","-","/","]","”","?",
"3","Z","3","F","7","5",">",
"7",">","7","=","z","2","F",
"2","5","7","’",";","j","3",
"4","y","ÿ","Ÿ","Y","9","J",
"6","P","F","e","p","E","f",
"9","q","4","a","9","g","Q",
"7","7","z","?",">","Z","2",
"2","P","p","F","v","e","D","a","A","E","e","i","S","P","p","F","v","e","D","a","A","E","e","i","S",
"4","Y","H","Ÿ","F","V","Û",
"2","a","-","=",".","2","e",
"8","&","E","$","£","ç","g",
"1","l","I","’","1","L","]",
"1","/","y",",","7","}","1",
"3","3","Z",";","z","7","F",
"8","Ë","Î","£","S","Â","Ï",
"4","4","q","%","a","y","Ÿ",
"0","O","o","0","Q","D","J",
"6","Ç","C","ç","c","G","€",
"5","s","S","c","ç","$","<",
"9","q","Q","G","g","a","A",
"3",">","3","z","s","Z","F",
"0","0","ô","Ô","o","6","O",
"9","2","g",",","‘","’","Z",
"2",")","N","n","A","8","a",
"4","H","4","L","G","A","S",
"7","7","?","Z","z","F","2",
"1","/","7","[",",","{","1",
"2","z","?","7","Z","2","è",
"9","9",",","2","?","g","s",
"4","4","#","$","s","—","H",
"2","2",",","I","a","9",".",
"6","b","L","o","B","6","G",
"1","V","4","Y","P","a","D",
"8","8","g","&","$","%","B",
"9","J","g","G","q","ÿ","3",
"0","Ô","ô","O","o","6","0",
"6","é","ê","ë","e","6","&",
"6","&","£","è","é","c","e",
"7","7","T","?","F",",","I",
"9","q","g","9","4","a","Q",
"9","9","p","g","P","J","7",
"8","&","B","8","E","ê","ë",
"0",",","2",";","7","Z","_",",",".",";"," ",",","2",";","7","Z","_",",",".",";"," ",
"1","/","!","|","I","l","1",
"4","H","#","K","L","ÿ","Ÿ",
"4","u","Ÿ","“","y","Y","U",
"6","6","&","G","C","é","Ç",
"7","7","""","”","n","T","m",
"1","/","7","_",",",";","?",
"5","s","S","<","=","5","c","s","S","<","5","c","=","s","S","<","=","5","c","s","S","<","5","c","=",
"7","7","/","?","”","’",",",
"0","O","0","Ô","ô","o","6",
"3","3","2","8","5","4","Z",
"5","s","<","S","6","$","«",
"8","$","s","S","5","8","g",
"4","4","q","9","a","+","y",
"7","7","F","Z","T","?","z",
"1","\","k","È","t","l","Î",
"2","A","a","o","”",">",",",
"5","S","5","s",";",",","8",
"9","&","G",";","g",",","Z",
"5","5","s","S","6","8","$",
"6","ç","Ç","&","e","G","c",
"7","7","?","2",">","Z","z",
"5","s","S","ç","<","$",";",
"9","F","7","g","P","S","Z",
"8","«","&","s","“","c","ç",
"8","%","G","-","$","3","4",
"3","3","5","F","s",":","7",
"6","b","h","B","6","k","è",
"9","9","J","g","G","p","O",
"7"," ","À","A","i","è","/",
"0","ô","ê","Ô","â","è","Ê",
"7","7","1","?","2","I","î",
"5","ë","é","ê","è","É","E",
"7","7","T","?","Z","1","]",
"1","/","{","“","[","7","g",
"1","|","l","[","(","t","!",
"0","Ô","O","ô","0","Û","o",
"7","L","b","a","e"," ","o",
"9",",","#","’","7",";","?",
"2","À","A","q","&","à","a",
"3","3","5",":","Z",">","z",
"7","7","T","?","r","-","z",
"3","3","2",":","a","5","s",
"2","2","Z","z","?","7","è",
"4","S","9","s","/","f","J",
"1","/","!","y","}",";","’",
"6","5",";",",","B","6","'",
"2","r","7","’","y",",","Q","a","A","4","5","2","R","r","7","’","y",",","Q","a","A","4","5","2","R",
"7","7","?","z","2","Z",",",
"5","5","s","S",",","3","$",
"5","s","S","“",",","5",";",
"7","7","T","1","-","v","F",
"4","F","G","H","L","E","S",
"0","0","O","o","Ô","ô",")",
"2","2","a","Z","g","7","â",
"6",">","e","o","-","©","®",
"3","3","z","7","F","Z","2",
"6","6","b","h","B","k","é",
"4","#","J","H","ÿ","f","{",
"0","Ô","ô","O","0","Û","o",
"4","H","#","4","A","À","Æ",
"2","2","Z","a",">","7","=",
"6","é","ê","É","ë","6","e",
"0","Ô","0","Û","û","ô","O",
"0","o","a","g","O","G","e",
"0","O","0","o","D",")","p",
"0","o","O","0","Ô","ô","°",
"3","3","5","2","S","B","8",
"1","/","4","1",",","7","!",
"6","6","é","É","b","G","ê",
"2","À","A","Â","â","&","a",
"2","2","L","1","Z","k","È",
"3","3","5","4","F","G","Z",
"1","/","!","|","l","I","1",
"4","y","Y","Ÿ","4","ÿ",",",
"1","]","l","!","|","}","1",
"5","5","4","3","$","S","s",
"4","y","Y","Ÿ","/",")","ÿ",
"6","(","[","‘","1","""","t","A","À","%","Â","Æ","4","(","[","‘","1","""","t","A","À","%","Â","Æ","4",
"4","Ÿ","q","y","4","Ù","ÿ",
"7","V","v","W","y","Y","J",
"2","À","à","Q","2","l","A",
"8","&","f","F",";","£","$",
"7","3",">","5","7","y","F",
"9","G",";","%","4","j","ç",
"2","z","2","a","7","-","?",
"0","0","Û","O","Ô","o","ô",
"5","5","B","S","H","6","8",
"1","V","v","P","/","7","M","A","4","5","À","d","£","V","v","P","/","7","M","A","4","5","À","d","£",
"4","4","ÿ","Ÿ","{","y","u",
"2","A","&","ä","æ","Æ","“",
"8","Ÿ","$","ÿ","%","y","Z",
"3","3","5","4","F","$","S",
"2","2","Z","z","?","a","è",
"4","y","ÿ","4","#","Ÿ","Y",
"1","/","‘","!","{","“",",",
"5","4","5","9","3","1","J",
"4","7","(","2","?","V","/","4","A","6","a","8","9","7","(","2","?","V","/","4","A","6","a","8","9",
"6","&","6","G","ë","e","œ",
"0","D","0","O","p","Q","o",
"7","A","À","Â","2","4","v",
"9","A","a","À","à","ä","d",
"8","F","f","G","#","4","&",
"4","y","Y","4","u","ÿ","“",
"9","$","4","G","F","g","%",
"8","q","4","‘","{","|","d",
"0","O","Ô","Ê","Q","0","G",
"1","l","(","{","t","[","|",
"1","4","1","/","{","7","s",
"0","/","{","f","l","d","g",
"2","A","À","â","_","Â","&",
"2","P","p","D","e","F","L","A","a","2","4","}","à","P","p","D","e","F","L","A","a","2","4","}","à",
"3","3","4","5","G","Z","F",
"2","a","à","â","ä","d","A",
"4","y","“","J","q",";","v",
"4","L","l","t","B","b","D",
"5","5","s","S","9","6","3",
"8","Ÿ","t","$","T","f","4",
"6","r","1","v","7","V","T","A","4","2","Æ","a","ô","r","1","v","7","V","T","A","4","2","Æ","a","ô",
"5","5","S","s","3","T",",",
"7","7",",","T","I","F","g",
"7","7","3","2","Z","]","?",
"8","f","G","P","â","F","ê",
